Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Pakistan,Cookie,40,"['Barley', 'Sugar']",2,Poor,75,3000,2020-09-28,2020-11-07,2020-12-27,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Banana Chips,82,['Banana'],3,Average,45,3690,2022-02-02,2022-03-21,2022-05-03,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Pasta,14,"['Wheat', 'Barley']",3,Average,95,1330,2022-02-07,2022-03-19,2022-05-08,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Cookie,52,"['Barley', 'Sugar']",3,Average,95,4940,2020-03-19,2020-05-04,2020-06-17,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pie,25,['Sugar'],5,Excellent,55,1375,2020-08-04,2020-10-13,2020-11-02,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Banana Chips,52,['Banana'],2,Poor,45,2340,2023-06-24,2023-08-08,2023-09-22,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Cookie,94,"['Barley', 'Sugar']",4,Good,95,8930,2023-09-07,2023-10-08,2023-12-06,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Ketchup,80,['Tomato'],4,Good,60,4800,2024-04-14,2024-06-15,2024-07-13,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Pie,98,['Sugar'],2,Poor,50,4900,2024-12-13,2025-01-04,2025-03-13,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,37,"['Barley', 'Sugar']",2,Poor,80,2960,2023-08-11,2023-10-22,2023-11-09,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Toffee,18,['Sugar'],4,Good,12,216,2025-06-04,2025-08-17,2025-09-02,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Biscuit,34,"['Wheat', 'Sugar', 'Barley']",3,Average,20,680,2025-04-18,2025-07-09,2025-07-17,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Biscuit,99,"['Wheat', 'Sugar', 'Barley']",3,Average,24,2376,2021-09-11,2021-10-17,2021-12-10,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,98,['Tomato'],5,Excellent,60,5880,2020-04-03,2020-06-23,2020-07-02,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Ketchup,75,['Tomato'],2,Poor,50,3750,2024-03-13,2024-05-10,2024-06-11,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Ketchup,54,['Tomato'],0,No Feedback,55,2970,2025-02-27,2025-04-04,2025-05-28,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Maggi,71,['Wheat'],1,Very Poor,35,2485,2023-07-31,2023-09-13,2023-10-29,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Banana Chips,57,['Banana'],5,Excellent,45,2565,2021-03-31,2021-05-07,2021-06-29,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Maggi,65,['Wheat'],5,Excellent,15,975,2021-11-03,2022-01-26,2022-02-01,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Biscuit,23,"['Wheat', 'Sugar', 'Barley']",4,Good,15,345,2024-11-25,2024-12-27,2025-02-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Ketchup,14,['Tomato'],2,Poor,45,630,2021-07-29,2021-10-21,2021-10-27,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Toffee,33,['Sugar'],0,No Feedback,12,396,2024-07-15,2024-08-03,2024-10-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Maggi,28,['Wheat'],1,Very Poor,35,980,2022-06-11,2022-09-02,2022-09-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Khari,98,['Cumin'],1,Very Poor,40,3920,2020-08-11,2020-09-16,2020-11-09,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Cookie,59,"['Barley', 'Sugar']",5,Excellent,80,4720,2020-12-05,2021-01-23,2021-03-05,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Banana Chips,35,['Banana'],4,Good,45,1575,2023-06-27,2023-09-10,2023-09-25,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Pasta,24,"['Wheat', 'Barley']",1,Very Poor,100,2400,2022-03-29,2022-05-18,2022-06-27,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Khari,82,['Cumin'],1,Very Poor,40,3280,2024-11-30,2024-12-10,2025-02-28,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Cookie,99,"['Barley', 'Sugar']",0,No Feedback,100,9900,2023-12-27,2024-02-12,2024-03-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Nachos,38,['Maize'],1,Very Poor,55,2090,2022-06-05,2022-07-15,2022-09-03,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Pasta,63,"['Wheat', 'Barley']",0,No Feedback,120,7560,2023-09-06,2023-10-24,2023-12-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Maggi,43,['Wheat'],0,No Feedback,30,1290,2021-06-01,2021-08-07,2021-08-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Ketchup,93,['Tomato'],0,No Feedback,55,5115,2023-11-26,2024-01-12,2024-02-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Khari,16,['Cumin'],2,Poor,45,720,2020-10-09,2020-10-30,2021-01-07,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Ketchup,35,['Tomato'],1,Very Poor,65,2275,2020-05-23,2020-06-21,2020-08-21,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Cookie,11,"['Barley', 'Sugar']",5,Excellent,80,880,2021-03-31,2021-06-18,2021-06-29,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pie,54,['Sugar'],0,No Feedback,35,1890,2024-01-11,2024-02-17,2024-04-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Maggi,36,['Wheat'],3,Average,25,900,2021-05-28,2021-08-11,2021-08-26,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,41,['Cumin'],1,Very Poor,35,1435,2025-06-21,2025-08-04,2025-09-19,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Toffee,18,['Sugar'],1,Very Poor,15,270,2020-04-21,2020-06-10,2020-07-20,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Nachos,60,['Maize'],4,Good,60,3600,2022-03-31,2022-06-16,2022-06-29,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Cookie,48,"['Barley', 'Sugar']",4,Good,95,4560,2024-09-18,2024-10-25,2024-12-17,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Cookie,73,"['Barley', 'Sugar']",0,No Feedback,105,7665,2020-08-12,2020-09-10,2020-11-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pie,90,['Sugar'],1,Very Poor,45,4050,2021-02-03,2021-04-04,2021-05-04,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Toffee,28,['Sugar'],1,Very Poor,15,420,2023-09-16,2023-10-22,2023-12-15,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Banana Chips,42,['Banana'],3,Average,30,1260,2025-06-23,2025-08-08,2025-09-21,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Cookie,19,"['Barley', 'Sugar']",0,No Feedback,85,1615,2024-12-02,2024-12-19,2025-03-02,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,87,['Banana'],5,Excellent,45,3915,2023-07-02,2023-07-30,2023-09-30,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Pie,64,['Sugar'],3,Average,35,2240,2021-08-31,2021-10-01,2021-11-29,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Pasta,64,"['Wheat', 'Barley']",3,Average,100,6400,2024-01-25,2024-03-17,2024-04-24,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Pasta,67,"['Wheat', 'Barley']",4,Good,75,5025,2025-04-12,2025-05-14,2025-07-11,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Nachos,14,['Maize'],5,Excellent,35,490,2021-02-08,2021-03-27,2021-05-09,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Cookie,46,"['Barley', 'Sugar']",1,Very Poor,100,4600,2023-02-21,2023-04-30,2023-05-22,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,27,"['Wheat', 'Barley']",0,No Feedback,100,2700,2020-01-26,2020-02-25,2020-04-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Maggi,69,['Wheat'],0,No Feedback,25,1725,2021-05-13,2021-06-01,2021-08-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pie,18,['Sugar'],3,Average,35,630,2024-09-05,2024-10-24,2024-12-04,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,71,"['Barley', 'Sugar']",1,Very Poor,75,5325,2021-08-08,2021-10-14,2021-11-06,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Biscuit,31,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,744,2023-03-30,2023-06-12,2023-06-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Cookie,21,"['Barley', 'Sugar']",1,Very Poor,95,1995,2021-11-02,2021-11-27,2022-01-31,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Pasta,65,"['Wheat', 'Barley']",2,Poor,100,6500,2025-06-17,2025-08-04,2025-09-15,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,61,['Sugar'],3,Average,15,915,2021-01-18,2021-02-22,2021-04-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Khari,29,['Cumin'],4,Good,40,1160,2020-01-29,2020-02-29,2020-04-28,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Toffee,41,['Sugar'],4,Good,15,615,2023-07-27,2023-10-02,2023-10-25,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Banana Chips,94,['Banana'],3,Average,45,4230,2025-04-09,2025-06-20,2025-07-08,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Ketchup,63,['Tomato'],3,Average,55,3465,2024-07-18,2024-09-27,2024-10-16,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Banana Chips,26,['Banana'],3,Average,35,910,2023-11-16,2023-12-20,2024-02-14,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Maggi,43,['Wheat'],5,Excellent,35,1505,2020-12-27,2021-03-06,2021-03-27,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Biscuit,44,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,660,2022-07-29,2022-09-26,2022-10-27,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Cookie,99,"['Barley', 'Sugar']",1,Very Poor,80,7920,2021-10-10,2021-10-26,2022-01-08,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Pasta,80,"['Wheat', 'Barley']",3,Average,100,8000,2022-12-12,2023-03-01,2023-03-12,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Nachos,33,['Maize'],4,Good,65,2145,2023-09-17,2023-11-06,2023-12-16,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Maggi,37,['Wheat'],4,Good,25,925,2023-01-07,2023-01-29,2023-04-07,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Ketchup,46,['Tomato'],2,Poor,65,2990,2022-09-21,2022-12-06,2022-12-20,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,97,['Tomato'],4,Good,60,5820,2022-03-30,2022-06-09,2022-06-28,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Cookie,98,"['Barley', 'Sugar']",2,Poor,105,10290,2020-02-16,2020-04-03,2020-05-16,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,52,['Sugar'],5,Excellent,15,780,2024-10-10,2024-12-11,2025-01-08,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Nachos,72,['Maize'],4,Good,35,2520,2020-06-17,2020-09-07,2020-09-15,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Pasta,12,"['Wheat', 'Barley']",1,Very Poor,95,1140,2020-12-04,2021-02-15,2021-03-04,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Pasta,82,"['Wheat', 'Barley']",3,Average,100,8200,2024-01-01,2024-01-22,2024-03-31,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Ketchup,40,['Tomato'],4,Good,60,2400,2022-09-14,2022-11-30,2022-12-13,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Cookie,41,"['Barley', 'Sugar']",1,Very Poor,105,4305,2024-02-21,2024-03-23,2024-05-21,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Ketchup,13,['Tomato'],1,Very Poor,55,715,2023-02-23,2023-03-18,2023-05-24,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Nachos,79,['Maize'],4,Good,55,4345,2023-09-29,2023-12-07,2023-12-28,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Cookie,69,"['Barley', 'Sugar']",0,No Feedback,100,6900,2022-12-05,2023-01-11,2023-03-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,77,"['Barley', 'Sugar']",2,Poor,95,7315,2025-06-08,2025-07-29,2025-09-06,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Cookie,63,"['Barley', 'Sugar']",3,Average,80,5040,2025-07-03,2025-09-18,2025-10-01,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Ketchup,28,['Tomato'],4,Good,60,1680,2024-12-02,2024-12-18,2025-03-02,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Biscuit,30,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,720,2021-12-29,2022-02-01,2022-03-29,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Cookie,66,"['Barley', 'Sugar']",4,Good,75,4950,2021-09-19,2021-11-11,2021-12-18,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Toffee,99,['Sugar'],1,Very Poor,10,990,2022-01-20,2022-03-23,2022-04-20,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Biscuit,65,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,975,2023-09-26,2023-10-18,2023-12-25,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Pasta,13,"['Wheat', 'Barley']",2,Poor,105,1365,2020-07-06,2020-09-01,2020-10-04,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Maggi,45,['Wheat'],1,Very Poor,25,1125,2022-04-17,2022-07-10,2022-07-16,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Pie,34,['Sugar'],4,Good,35,1190,2020-03-03,2020-04-24,2020-06-01,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Biscuit,54,"['Wheat', 'Sugar', 'Barley']",3,Average,22,1188,2024-08-29,2024-09-10,2024-11-27,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Nachos,88,['Maize'],4,Good,45,3960,2020-07-24,2020-10-09,2020-10-22,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Toffee,90,['Sugar'],2,Poor,12,1080,2025-06-12,2025-07-18,2025-09-10,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Nachos,38,['Maize'],1,Very Poor,55,2090,2022-12-25,2023-02-11,2023-03-25,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Biscuit,44,"['Wheat', 'Sugar', 'Barley']",4,Good,25,1100,2024-11-02,2024-11-21,2025-01-31,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Pie,63,['Sugar'],1,Very Poor,55,3465,2023-10-08,2023-11-29,2024-01-06,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Banana Chips,15,['Banana'],1,Very Poor,35,525,2021-01-31,2021-03-16,2021-05-01,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Nachos,63,['Maize'],0,No Feedback,45,2835,2020-08-15,2020-10-27,2020-11-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Banana Chips,61,['Banana'],4,Good,25,1525,2024-05-14,2024-05-30,2024-08-12,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Cookie,12,"['Barley', 'Sugar']",3,Average,100,1200,2020-10-20,2021-01-05,2021-01-18,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Ketchup,37,['Tomato'],2,Poor,55,2035,2022-04-11,2022-05-19,2022-07-10,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Khari,22,['Cumin'],1,Very Poor,20,440,2021-04-09,2021-05-20,2021-07-08,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Nachos,81,['Maize'],3,Average,60,4860,2024-11-16,2024-12-10,2025-02-14,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Cookie,70,"['Barley', 'Sugar']",1,Very Poor,100,7000,2025-03-23,2025-04-06,2025-06-21,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Banana Chips,37,['Banana'],0,No Feedback,25,925,2020-03-18,2020-05-17,2020-06-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Maggi,55,['Wheat'],2,Poor,30,1650,2021-02-20,2021-03-30,2021-05-21,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Maggi,88,['Wheat'],3,Average,30,2640,2020-12-21,2021-02-27,2021-03-21,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Banana Chips,69,['Banana'],2,Poor,45,3105,2022-03-29,2022-06-19,2022-06-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Pie,31,['Sugar'],3,Average,50,1550,2020-08-23,2020-09-21,2020-11-21,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pie,22,['Sugar'],4,Good,25,550,2023-05-31,2023-06-23,2023-08-29,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Ketchup,17,['Tomato'],1,Very Poor,65,1105,2021-07-02,2021-08-11,2021-09-30,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,936,2020-07-22,2020-09-26,2020-10-20,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Ketchup,14,['Tomato'],1,Very Poor,60,840,2022-05-11,2022-07-03,2022-08-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Biscuit,14,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,336,2025-02-05,2025-03-27,2025-05-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Ketchup,36,['Tomato'],3,Average,55,1980,2023-02-22,2023-03-14,2023-05-23,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,17,"['Barley', 'Sugar']",4,Good,75,1275,2020-09-12,2020-10-30,2020-12-11,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Nachos,88,['Maize'],0,No Feedback,75,6600,2022-12-30,2023-02-10,2023-03-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Cookie,56,"['Barley', 'Sugar']",4,Good,80,4480,2024-10-12,2024-12-06,2025-01-10,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Ketchup,88,['Tomato'],4,Good,55,4840,2021-07-26,2021-10-01,2021-10-24,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Khari,51,['Cumin'],1,Very Poor,25,1275,2020-01-14,2020-03-26,2020-04-13,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pie,29,['Sugar'],4,Good,35,1015,2024-06-06,2024-06-30,2024-09-04,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,28,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,700,2022-09-07,2022-11-01,2022-12-06,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Cookie,52,"['Barley', 'Sugar']",3,Average,105,5460,2023-03-06,2023-05-03,2023-06-04,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Cookie,34,"['Barley', 'Sugar']",0,No Feedback,105,3570,2020-12-25,2021-01-15,2021-03-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Biscuit,49,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,25,1225,2022-02-27,2022-04-25,2022-05-28,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Biscuit,80,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1600,2023-06-27,2023-07-23,2023-09-25,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,25,['Cumin'],1,Very Poor,25,625,2022-12-09,2022-12-27,2023-03-09,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Nachos,94,['Maize'],5,Excellent,55,5170,2024-06-08,2024-06-22,2024-09-06,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Cookie,51,"['Barley', 'Sugar']",5,Excellent,85,4335,2024-05-01,2024-06-06,2024-07-30,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Khari,64,['Cumin'],4,Good,45,2880,2021-01-09,2021-02-18,2021-04-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Khari,79,['Cumin'],0,No Feedback,25,1975,2022-10-29,2023-01-03,2023-01-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Toffee,92,['Sugar'],2,Poor,10,920,2020-06-10,2020-08-09,2020-09-08,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,89,['Maize'],2,Poor,60,5340,2024-11-24,2024-12-24,2025-02-22,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,1254,2022-11-27,2023-02-01,2023-02-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Banana Chips,80,['Banana'],1,Very Poor,30,2400,2022-07-07,2022-08-16,2022-10-05,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pie,83,['Sugar'],2,Poor,35,2905,2020-06-17,2020-07-07,2020-09-15,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,65,['Sugar'],5,Excellent,15,975,2023-04-10,2023-05-29,2023-07-09,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Banana Chips,97,['Banana'],1,Very Poor,35,3395,2023-10-08,2023-10-27,2024-01-06,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Toffee,74,['Sugar'],2,Poor,10,740,2021-07-22,2021-08-16,2021-10-20,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Maggi,16,['Wheat'],4,Good,25,400,2020-02-01,2020-03-14,2020-05-01,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
